WS10M_lag1,PREC,RH,MIN_TEMP,MAX_TEMP,WD_sin,SURF_PRESSSURE,WD_cos,AVG_TEMP,WS10M_lag2,PREC_lag1,SL_PRESSURE,YEAR,MO,DY,WS10M
4.74,6.74,85.4,24.81,28.0,0.9135454576,99.54,0.4067366431,27.6,4.29,20.08,1009.0,2015,12,6,1.64
1.64,13.34,86.25,24.7,28.22,-0.2402280425,99.58,0.9707164816,28.1,4.74,6.74,1009.3,2015,12,7,1.68
1.68,30.41,88.34,24.86,27.86,0.6845471059,99.6,0.7289686274,27.6,1.64,13.34,1009.9,2015,12,8,4.32
4.32,5.52,87.16,24.62,29.24,0.4461978131,99.66,-0.8949343616,27.4,1.68,30.41,1010.4,2015,12,9,1.76
1.76,8.02,88.75,24.9,28.85,0.4617486132,99.68,0.8870108332,26.9,4.32,5.52,1010.6,2015,12,10,2.5
2.5,7.43,84.02,24.62,28.82,0.5863723567,99.65,-0.8100416404,27.0,1.76,8.02,1010.0,2015,12,11,1.4
1.4,7.18,84.14,25.03,29.56,0.3794561595,99.57,-0.9252097184,28.2,2.5,7.43,1009.5,2015,12,12,1.39
1.39,4.03,86.65,25.41,28.88,-0.7337298645,99.66,-0.6794413043,28.3,1.4,7.18,1010.2,2015,12,13,1.55
1.55,20.03,87.9,25.1,27.54,-0.9905094632,99.7,-0.137444546,27.8,1.39,4.03,1010.8,2015,12,14,2.24
2.24,10.14,86.04,24.84,29.23,-0.3370952584,99.72,-0.9414705448,27.6,1.55,20.03,1010.5,2015,12,15,2.49
2.49,9.67,87.17,24.82,28.05,0.474088209,99.72,0.8804773535,27.4,2.24,10.14,1010.7,2015,12,16,1.68
1.68,1.32,79.94,24.28,29.72,0.9218631516,99.71,0.3875155865,26.9,2.49,9.67,1010.2,2015,12,17,1.94
1.94,11.6,79.78,24.01,28.47,-0.4383711468,99.79,-0.8987940463,27.7,1.68,1.32,1011.7,2015,12,18,1.44
1.44,5.16,83.46,24.89,28.66,-0.7858568932,99.88,-0.6184083954,27.2,1.94,11.6,1013.0,2015,12,19,1.69
1.69,5.11,83.62,23.73,29.36,0.6266038114,99.87,0.7793379649,27.8,1.44,5.16,1012.4,2015,12,20,3.01
3.01,4.03,83.45,23.39,29.23,0.5269557955,99.87,0.849892693,28.4,1.69,5.11,1012.2,2015,12,21,4.42
4.42,1.05,80.21,23.15,28.82,0.6494480483,99.94,0.7604059656,28.6,3.01,4.03,1012.5,2015,12,22,5.16
5.16,0.0,79.81,22.14,29.02,0.6320293027,99.95,0.7749444887,28.2,4.42,1.05,1012.2,2015,12,23,4.48
4.48,0.01,76.0,21.89,29.01,0.5906056676,99.89,0.8069603121,27.9,5.16,0.0,1011.8,2015,12,24,4.12
4.12,0.17,79.37,22.24,29.37,0.535826795,99.82,0.8443279255,27.9,4.48,0.01,1011.3,2015,12,25,4.0
4.0,2.53,84.88,23.51,29.28,0.4632960351,99.77,0.8862035792,28.9,4.12,0.17,1011.1,2015,12,26,5.39
5.39,11.35,88.44,23.83,28.9,0.3875155865,99.77,0.9218631516,28.1,4.0,2.53,1012.1,2015,12,27,5.96
5.96,7.29,86.09,24.5,29.53,0.6520984038,99.88,0.7581343362,28.1,5.39,11.35,1013.0,2015,12,28,4.18
4.18,7.74,86.44,24.5,30.12,0.5735764364,99.82,0.8191520443,28.4,5.96,7.29,1012.1,2015,12,29,3.22
3.22,3.97,84.89,23.57,29.73,0.6494480483,99.75,0.7604059656,28.2,4.18,7.74,1010.8,2015,12,30,5.41
5.41,1.44,85.3,23.04,29.97,0.4878596591,99.8,0.8729220773,29.1,3.22,3.97,1011.3,2015,12,31,5.84
5.84,2.1,85.88,23.94,29.44,0.4241994227,99.91,0.905568799,28.8,5.41,1.44,1012.8,2016,1,1,5.9
5.9,2.31,85.98,23.55,29.46,0.5195191119,99.97,0.8544588301,27.9,5.84,2.1,1013.5,2016,1,2,4.99
4.99,0.55,84.84,22.95,29.44,0.5060337641,99.92,0.8625136692,28.6,5.9,2.31,1012.3,2016,1,3,5.76
5.76,0.47,85.14,23.28,30.02,0.3534748438,99.89,0.9354440308,29.2,4.99,0.55,1012.6,2016,1,4,5.26
5.26,4.14,87.2,24.26,29.62,0.2044960518,99.82,0.9788673888,28.7,5.76,0.47,1011.8,2016,1,5,4.64
4.64,6.87,87.73,24.61,28.88,0.4194520824,99.8,0.9077774785,28.5,5.26,4.14,1012.0,2016,1,6,4.47
4.47,6.05,88.86,24.38,27.28,0.4399391699,99.9,0.8980275758,27.6,4.64,6.87,1012.6,2016,1,7,5.02
5.02,0.69,87.86,24.11,27.11,0.4648420457,99.95,0.8853936258,28.0,4.47,6.05,1012.7,2016,1,8,4.68
4.68,0.08,83.42,23.83,29.17,0.5649670034,99.81,0.8251134983,28.7,5.02,0.69,1010.9,2016,1,9,4.09
4.09,0.6,83.47,23.62,29.5,0.5045276238,99.84,0.8633955506,28.9,4.68,0.08,1012.3,2016,1,10,4.65
4.65,0.49,83.24,23.43,28.94,0.4786918579,99.85,0.8779829754,28.9,4.09,0.6,1011.8,2016,1,11,5.87
5.87,0.01,82.67,22.55,29.01,0.5060337641,99.72,0.8625136692,28.4,4.65,0.49,1010.5,2016,1,12,5.77
5.77,0.01,81.92,21.83,28.12,0.5090414158,99.76,0.860742027,28.2,5.87,0.01,1010.6,2016,1,13,4.64
4.64,0.0,81.72,22.24,27.52,0.5195191119,99.78,0.8544588301,27.7,5.77,0.01,1010.7,2016,1,14,4.96
4.96,0.0,80.6,20.82,28.15,0.3729877826,99.69,0.9278362539,26.4,4.64,0.0,1010.9,2016,1,15,3.7
3.7,0.06,83.4,22.65,27.32,0.3632512305,99.68,0.9316912276,29.3,4.96,0.0,1010.2,2016,1,16,3.57
3.57,0.08,80.14,22.37,28.48,0.546101961,99.68,0.8377187166,27.6,3.7,0.06,1009.6,2016,1,17,4.21
4.21,0.01,78.96,21.11,28.87,0.6142852001,99.62,0.7890840848,26.8,3.57,0.08,1009.4,2016,1,18,3.61
3.61,0.02,78.93,21.98,29.69,0.6717205893,99.58,0.7408045963,27.2,4.21,0.01,1009.3,2016,1,19,3.26
3.26,0.03,79.51,22.48,29.74,0.6639262127,99.68,0.7477980905,28.0,3.61,0.02,1010.3,2016,1,20,3.11
3.11,0.03,80.18,23.13,30.18,0.7360970871,99.72,0.6768759697,28.9,3.26,0.03,1010.6,2016,1,21,3.59
3.59,0.01,80.3,22.36,30.01,0.596224875,99.77,0.8028174752,28.2,3.11,0.03,1011.3,2016,1,22,3.19
3.19,1.55,85.08,23.88,29.91,0.4399391699,99.79,0.8980275758,29.1,3.59,0.01,1011.8,2016,1,23,4.29
4.29,5.96,85.84,24.09,30.18,0.4555449072,99.81,0.8902128046,29.1,3.19,1.55,1011.8,2016,1,24,4.06
4.06,6.06,83.84,24.05,30.45,0.584957675,99.76,0.811063819,29.3,4.29,5.96,1010.8,2016,1,25,4.88
4.88,3.34,81.35,23.98,30.63,0.5735764364,99.74,0.8191520443,30.0,4.06,6.06,1010.8,2016,1,26,4.67
4.67,0.87,79.26,22.32,29.67,0.5920131788,99.79,0.8059282822,29.7,4.88,3.34,1011.1,2016,1,27,5.11
5.11,0.0,75.31,20.57,28.91,0.5328762761,99.82,0.8461931661,26.9,4.67,0.87,1011.7,2016,1,28,4.02
4.02,0.21,78.98,21.77,29.05,0.549022818,99.86,0.8358073614,27.6,5.11,0.0,1011.9,2016,1,29,4.31
4.31,0.3,78.56,20.75,29.11,0.6279630576,99.85,0.7782431485,27.7,4.02,0.21,1011.7,2016,1,30,4.96
4.96,0.53,82.08,21.93,29.11,0.5562956155,99.76,0.8309844693,27.5,4.31,0.3,1010.7,2016,1,31,4.96
4.96,0.54,79.94,22.23,29.83,0.4648420457,99.77,0.8853936258,27.5,4.96,0.53,1010.7,2016,2,1,4.83
4.83,0.06,79.41,21.83,29.44,0.5649670034,99.78,0.8251134983,28.7,4.96,0.54,1011.1,2016,2,2,6.06
6.06,0.0,78.27,20.98,28.56,0.5620833779,99.77,0.8270805743,29.4,4.83,0.06,1010.4,2016,2,3,5.58
5.58,0.01,76.97,20.5,29.17,0.5606389946,99.78,0.8280603346,27.7,6.06,0.0,1010.3,2016,2,4,4.32
4.32,1.63,79.14,22.17,29.09,0.4924235601,99.73,0.8703556959,28.4,5.58,0.01,1010.6,2016,2,5,3.91
3.91,2.51,80.19,23.49,30.56,0.5165333289,99.65,0.8562670846,29.0,4.32,1.63,1009.8,2016,2,6,2.99
2.99,7.91,82.4,24.07,29.81,0.5313985795,99.75,0.8471219214,29.1,3.91,2.51,1011.1,2016,2,7,3.19
3.19,0.49,80.23,23.57,30.8,0.5948227868,99.7,0.8038568606,28.9,2.99,7.91,1010.6,2016,2,8,3.03
3.03,4.87,83.37,25.01,30.03,0.08889429687,99.7,0.9960410654,29.9,3.19,0.49,1010.6,2016,2,9,2.72
2.72,4.86,80.96,24.37,30.29,0.3729877826,99.71,0.9278362539,28.4,3.03,4.87,1010.3,2016,2,10,3.52
3.52,0.03,78.69,23.51,30.02,0.4461978131,99.67,0.8949343616,28.9,2.72,4.86,1009.6,2016,2,11,3.23
3.23,0.01,76.22,22.63,29.55,0.6507742173,99.67,0.7592713073,28.0,3.52,0.03,1009.4,2016,2,12,3.46
3.46,0.06,73.7,21.4,29.43,0.6959127966,99.68,0.7181262978,28.1,3.23,0.01,1010.4,2016,2,13,2.86
2.86,0.18,75.97,23.18,30.1,0.523985906,99.7,0.8517269341,28.3,3.46,0.06,1010.4,2016,2,14,2.08
2.08,8.29,80.86,24.13,30.47,0.4399391699,99.72,0.8980275758,28.6,2.86,0.18,1011.3,2016,2,15,3.18
3.18,1.5,80.68,23.32,30.46,0.6717205893,99.76,0.7408045963,29.1,2.08,8.29,1010.5,2016,2,16,4.73
4.73,8.13,86.83,24.39,28.9,0.4694715628,99.67,0.8829475929,30.1,3.18,1.5,1009.4,2016,2,17,4.81
4.81,7.89,84.2,24.64,30.84,0.7512641335,99.61,0.660001668,28.9,4.73,8.13,1010.4,2016,2,18,3.45
3.45,6.3,79.51,24.35,30.86,0.7313537016,99.8,0.6819983601,28.4,4.81,7.89,1012.1,2016,2,19,1.7
1.7,9.41,79.36,24.09,30.21,0.5105429179,99.9,0.8598522716,28.1,3.45,6.3,1013.2,2016,2,20,1.86
1.86,0.58,75.81,23.64,31.13,0.6441236298,99.81,0.7649214009,27.9,1.7,9.41,1011.9,2016,2,21,2.35
2.35,0.06,72.75,23.84,31.47,0.8452618332,99.89,0.5343523494,29.1,1.86,0.58,1012.2,2016,2,22,1.82
1.82,0.05,72.22,21.58,30.23,-0.8319541221,99.86,-0.5548444274,28.4,2.35,0.06,1011.7,2016,2,23,1.98
1.98,1.91,74.43,23.14,30.64,-0.3534748438,99.75,0.9354440308,28.5,1.82,0.05,1010.7,2016,2,24,1.8
1.8,6.56,78.97,25.3,30.86,0.8443279255,99.73,0.535826795,28.1,1.98,1.91,1011.1,2016,2,25,1.66
1.66,1.17,76.83,24.07,31.33,0.842452397,99.82,0.538770785,27.6,1.8,6.56,1011.2,2016,2,26,2.57
2.57,0.65,78.67,23.99,31.03,0.8059282822,99.86,0.5920131788,29.0,1.66,1.17,1011.6,2016,2,27,3.26
3.26,0.45,77.44,23.46,31.4,0.79863551,99.96,0.6018150232,29.6,2.57,0.65,1013.0,2016,2,28,2.63
2.63,0.75,80.2,25.03,30.44,0.6870875108,99.92,0.726574671,31.7,3.26,0.45,1012.4,2016,2,29,3.65
3.65,0.48,78.07,24.26,31.08,0.6481199011,99.77,0.7615383075,29.6,2.63,0.75,1011.0,2016,3,1,3.36
3.36,0.17,76.88,24.4,31.17,0.6441236298,99.78,0.7649214009,29.3,3.65,0.48,1011.0,2016,3,2,3.93
3.93,0.24,76.86,23.96,31.55,0.6401096995,99.85,0.7682835236,29.7,3.36,0.17,1011.3,2016,3,3,3.77
3.77,0.69,77.69,25.21,31.34,0.6427876097,99.74,0.7660444431,30.6,3.93,0.24,1009.9,2016,3,4,3.57
3.57,1.22,76.76,25.01,30.96,0.6032079877,99.67,0.7975839288,29.6,3.77,0.69,1009.6,2016,3,5,2.78
2.78,0.41,75.37,24.7,31.43,0.546101961,99.62,0.8377187166,29.2,3.57,1.22,1009.5,2016,3,6,2.05
2.05,4.48,77.39,25.19,31.35,0.09584575252,99.59,0.9953961984,29.4,2.78,0.41,1009.0,2016,3,7,2.08
2.08,9.38,80.52,25.18,30.6,-0.6481199011,99.6,-0.7615383075,29.4,2.05,4.48,1009.3,2016,3,8,1.77
1.77,4.84,80.26,25.67,29.46,-0.9472102777,99.68,-0.3206129906,28.6,2.08,9.38,1010.3,2016,3,9,1.33
1.33,3.28,78.9,25.72,30.94,-0.9918944426,99.71,-0.1270646086,29.8,1.77,4.84,1010.4,2016,3,10,1.6
1.6,2.44,80.93,26.33,30.21,-0.98450318,99.74,-0.1753667261,29.4,1.33,3.28,1010.9,2016,3,11,1.78
1.78,2.24,81.09,25.31,30.41,-0.6768759697,99.75,-0.7360970871,28.9,1.6,2.44,1011.1,2016,3,12,2.4
2.4,1.29,81.81,25.73,30.36,-0.9466492601,99.75,-0.3222656952,29.1,1.78,2.24,1011.2,2016,3,13,2.62
2.62,2.21,82.1,25.63,30.65,-0.7193398003,99.75,-0.6946583705,29.7,2.4,1.29,1010.9,2016,3,14,2.52
2.52,2.67,82.35,25.32,29.95,-0.7431448255,99.75,-0.6691306064,29.4,2.62,2.21,1011.0,2016,3,15,2.67
2.67,1.11,77.42,26.2,31.06,-0.9900236577,99.68,-0.1409012319,29.0,2.52,2.67,1010.4,2016,3,16,2.1
2.1,0.62,74.17,26.21,31.6,-0.9999939077,99.69,0.003490651415,29.9,2.67,1.11,1010.1,2016,3,17,1.89
1.89,0.16,71.17,25.18,32.48,-0.9900236577,99.63,-0.1409012319,29.9,2.1,0.62,1009.4,2016,3,18,1.54
1.54,0.18,76.86,25.37,31.11,-0.9654726309,99.7,-0.2605045086,29.2,1.89,0.16,1010.7,2016,3,19,2.63
2.63,0.08,73.29,25.26,32.04,-0.822144041,99.72,-0.5692795234,29.1,1.54,0.18,1010.2,2016,3,20,2.23
2.23,0.04,76.0,24.99,32.03,-0.6652303547,99.67,-0.7466381823,29.2,2.63,0.08,1009.9,2016,3,21,2.81
2.81,0.06,77.75,25.83,31.66,-0.822144041,99.57,-0.5692795234,28.9,2.23,0.04,1009.2,2016,3,22,3.57
3.57,0.01,76.1,25.74,31.96,-0.8853936258,99.6,-0.4648420457,29.6,2.81,0.06,1010.5,2016,3,23,2.78
2.78,0.11,71.99,26.32,32.41,-0.9998476952,99.73,0.01745240644,30.1,3.57,0.01,1011.0,2016,3,24,1.72
1.72,0.23,73.12,25.07,32.36,-0.7132504492,99.85,-0.7009092643,30.1,2.78,0.11,1011.8,2016,3,25,1.6
1.6,0.02,73.18,25.0,32.19,-0.7156927337,99.81,-0.6984152854,29.8,1.72,0.23,1011.3,2016,3,26,2.03
2.03,2.72,72.11,24.92,31.73,-0.9971851335,99.79,-0.07497872683,30.6,1.6,0.02,1011.2,2016,3,27,1.82
1.82,11.27,75.46,26.25,31.32,-0.6691306064,99.76,-0.7431448255,29.9,2.03,2.72,1011.2,2016,3,28,1.31
1.31,10.77,74.65,26.04,31.63,0.8231363685,99.78,-0.5678437451,29.1,1.82,11.27,1011.0,2016,3,29,1.66
1.66,12.94,78.64,26.47,30.7,-0.2973748741,99.82,-0.9547607995,28.4,1.31,10.77,1011.5,2016,3,30,1.45
1.45,10.37,79.33,26.22,30.23,-0.9999984769,99.73,-0.001745328366,28.8,1.66,12.94,1010.1,2016,3,31,1.58
1.58,12.26,81.12,26.36,30.31,-0.8694949295,99.57,-0.4939418666,29.4,1.45,10.37,1009.2,2016,4,1,1.67
1.67,2.22,79.38,25.58,30.78,-0.9205048535,99.64,-0.3907311285,29.4,1.58,12.26,1010.0,2016,4,2,1.82
1.82,2.32,77.35,26.21,31.0,-0.9809551553,99.76,-0.1942343512,29.6,1.67,2.22,1011.0,2016,4,3,1.73
1.73,3.84,77.59,26.22,31.43,-0.7975839288,99.67,-0.6032079877,29.6,1.82,2.32,1009.9,2016,4,4,1.9
1.9,7.79,84.21,26.49,30.48,-0.6730125135,99.62,-0.739631095,29.8,1.73,3.84,1009.7,2016,4,5,3.65
3.65,8.89,82.02,26.07,30.24,-0.7466381823,99.69,-0.6652303547,29.2,1.9,7.79,1010.1,2016,4,6,2.61
2.61,5.45,78.33,26.46,31.55,-0.6454576877,99.59,-0.7637960286,29.3,3.65,8.89,1009.5,2016,4,7,2.05
2.05,3.9,79.4,26.74,32.02,-0.549022818,99.54,-0.8358073614,30.4,2.61,5.45,1009.1,2016,4,8,2.3
2.3,6.7,76.26,26.04,32.63,-0.5591929035,99.64,-0.8290375726,30.1,2.05,3.9,1010.0,2016,4,9,2.04
2.04,9.24,80.79,26.69,30.95,-0.9121201162,99.75,-0.4099230338,29.7,2.3,6.7,1011.0,2016,4,10,2.45
2.45,1.41,80.79,26.24,30.86,-0.8894163733,99.69,-0.4570979271,29.9,2.04,9.24,1010.1,2016,4,11,2.5
2.5,2.29,83.59,26.91,30.35,-0.7169106077,99.59,-0.6971651029,30.2,2.45,1.41,1009.3,2016,4,12,3.46
3.46,1.05,83.75,26.92,30.5,-0.860742027,99.42,-0.5090414158,30.4,2.5,2.29,1006.9,2016,4,13,3.48
3.48,2.5,82.28,27.06,31.09,-0.5591929035,99.41,-0.8290375726,31.8,3.46,1.05,1007.9,2016,4,14,3.5
3.5,7.54,81.11,26.86,31.47,-0.4131044298,99.56,-0.9106836608,30.0,3.48,2.5,1009.0,2016,4,15,2.97
2.97,5.72,79.67,27.01,31.54,-0.3255681545,99.56,-0.9455185756,29.7,3.5,7.54,1008.6,2016,4,16,3.17
3.17,4.74,82.07,26.98,31.04,-0.5402403205,99.49,-0.8415107819,29.6,2.97,5.72,1008.4,2016,4,17,2.99
2.99,4.75,81.01,26.85,30.94,-0.4430711908,99.49,-0.8964864304,29.9,3.17,4.74,1008.0,2016,4,18,2.8
2.8,17.5,81.58,27.04,31.04,-0.1650476059,99.52,-0.9862856015,29.1,2.99,4.75,1009.1,2016,4,19,2.15
2.15,12.58,83.9,26.48,30.39,-0.5299192642,99.63,-0.8480480962,28.6,2.8,17.5,1010.4,2016,4,20,2.37
2.37,4.7,82.56,26.44,31.2,-0.7836934573,99.6,-0.6211477803,29.4,2.15,12.58,1009.8,2016,4,21,2.77
2.77,2.86,83.82,26.94,31.11,-0.8980275758,99.55,-0.4399391699,29.1,2.37,4.7,1009.1,2016,4,22,3.46
3.46,0.38,84.23,27.28,30.54,-0.9466492601,99.38,-0.3222656952,30.4,2.77,2.86,1007.3,2016,4,23,4.17
4.17,0.18,82.51,27.54,30.97,-0.8878153851,99.29,-0.4601997848,30.4,3.46,0.38,1006.6,2016,4,24,3.91
3.91,0.28,80.52,26.89,31.23,-0.8309844693,99.37,-0.5562956155,30.6,4.17,0.18,1007.3,2016,4,25,3.75
3.75,0.97,80.8,27.22,30.56,-0.7581343362,99.51,-0.6520984038,28.85,3.91,0.28,1011.6,2016,4,26,2.64
2.64,1.42,81.98,26.64,29.97,-0.5792811723,99.49,-0.8151277957,27.1,3.75,0.97,1008.9,2016,4,27,2.59
2.59,2.8,79.08,26.36,31.59,-0.2756373558,99.49,-0.9612616959,30.2,2.64,1.42,1008.0,2016,4,28,2.66
2.66,2.17,77.05,26.02,32.5,-0.05407881298,99.5,-0.9985366703,29.6,2.59,2.8,1008.6,2016,4,29,2.63
2.63,11.94,81.39,26.58,31.29,-0.02094241988,99.54,-0.9997806835,28.8,2.66,2.17,1009.3,2016,4,30,2.6
2.6,5.74,83.7,26.21,30.33,-0.1719291003,99.54,-0.9851093262,28.6,2.63,11.94,1008.7,2016,5,1,2.95
2.95,4.35,84.62,26.67,30.08,-0.6586894601,99.56,-0.7524149089,29.4,2.6,5.74,1008.7,2016,5,2,2.99
2.99,4.28,84.66,27.02,30.36,-0.7836934573,99.46,-0.6211477803,30.1,2.95,4.35,1008.4,2016,5,3,2.5
2.5,4.24,83.42,26.84,30.77,-0.6743023876,99.47,-0.7384553406,29.9,2.99,4.28,1008.2,2016,5,4,2.6
2.6,3.54,82.8,27.02,31.0,-0.8079898839,99.51,-0.5891963574,28.4,2.5,4.24,1009.3,2016,5,5,2.53
2.53,5.46,86.18,26.96,29.54,-0.8553642602,99.5,-0.5180270094,28.2,2.6,3.54,1007.9,2016,5,6,2.86
2.86,11.73,82.05,26.58,29.92,-0.6586894601,99.54,-0.7524149089,29.4,2.53,5.46,1008.5,2016,5,7,3.4
3.4,14.14,78.41,26.36,31.69,-0.8941542368,99.54,-0.4477590878,28.7,2.86,11.73,1009.1,2016,5,8,2.06
2.06,10.62,83.17,26.32,30.21,-0.5504807401,99.52,-0.8348478633,28.9,3.4,14.14,1007.8,2016,5,9,1.85
1.85,16.56,78.86,26.1,30.95,-0.7901550124,99.51,-0.6129070537,28.6,2.06,10.62,1008.5,2016,5,10,1.47
1.47,50.28,86.25,26.18,28.67,-0.9426414911,99.43,-0.3338068592,28.4,1.85,16.56,1008.0,2016,5,11,1.92
1.92,22.9,86.94,25.96,29.11,-0.2181432414,99.35,-0.9759167619,27.6,1.47,50.28,1007.0,2016,5,12,3.29
3.29,14.86,84.75,26.06,29.94,-0.9989705698,99.31,0.04536298813,28.4,1.92,22.9,1006.7,2016,5,13,2.85
2.85,39.84,85.27,25.91,29.82,-0.5990235985,99.39,0.8007313709,28.9,3.29,14.86,1007.6,2016,5,14,3.73
3.73,103.99,85.99,24.78,28.16,-0.7615383075,99.29,0.6481199011,26.1,2.85,39.84,1006.6,2016,5,15,5.75
5.75,46.09,87.94,26.26,27.73,-0.999390827,99.07,-0.0348994967,25.9,3.73,103.99,1004.3,2016,5,16,9.63
9.63,27.6,84.28,26.73,29.01,-0.9788673888,99.15,-0.2044960518,28.6,5.75,46.09,1004.2,2016,5,17,7.78
7.78,20.81,85.68,27.04,29.22,-0.8270805743,99.2,-0.5620833779,28.9,9.63,27.6,1005.9,2016,5,18,6.94
6.94,8.9,86.61,26.82,29.36,-0.7705132428,99.34,-0.6374239897,29.2,7.78,20.81,1006.8,2016,5,19,7.86
7.86,16.74,84.42,26.69,29.48,-0.875464527,99.43,-0.4832823833,29.4,6.94,8.9,1007.2,2016,5,20,6.24
6.24,5.17,87.43,27.21,29.15,-0.8090169944,99.51,-0.5877852523,28.9,7.86,16.74,1008.3,2016,5,21,5.69
5.69,3.88,88.49,27.19,29.31,-0.8069603121,99.61,-0.5906056676,29.8,6.24,5.17,1009.7,2016,5,22,5.61
5.61,3.25,88.84,27.27,29.29,-0.906307787,99.62,-0.4226182617,29.6,5.69,3.88,1009.9,2016,5,23,5.95
5.95,10.31,89.0,26.56,29.05,-0.8048937974,99.63,-0.5934188866,28.4,5.61,3.25,1009.9,2016,5,24,7.36
7.36,4.63,85.19,26.47,29.53,-0.9271838546,99.54,-0.3746065934,29.5,5.95,10.31,1009.1,2016,5,25,6.56
6.56,4.78,87.08,26.89,29.22,-0.9218631516,99.51,-0.3875155865,29.3,7.36,4.63,1008.9,2016,5,26,6.01
6.01,23.35,87.53,26.1,28.79,-0.8902128046,99.6,-0.4555449072,30.1,6.56,4.78,1010.0,2016,5,27,6.44
6.44,17.14,84.77,25.75,28.49,-0.930417568,99.73,-0.3665012267,27.0,6.01,23.35,1010.2,2016,5,28,5.88
5.88,4.21,83.2,25.54,29.11,-0.9499720515,99.54,-0.3123349185,28.0,6.44,17.14,1009.1,2016,5,29,6.03
6.03,13.91,85.43,25.91,28.89,-0.9297764859,99.51,-0.3681245527,28.4,5.88,4.21,1009.1,2016,5,30,6.16
6.16,6.43,86.64,26.12,28.82,-0.9650164945,99.56,-0.2621891786,29.6,6.03,13.91,1009.6,2016,5,31,5.53
5.53,4.35,85.41,26.18,28.88,-0.9510565163,99.61,-0.3090169944,29.9,6.16,6.43,1010.1,2016,6,1,5.09
5.09,1.32,86.19,25.98,28.74,-0.9048270525,99.57,-0.4257792916,29.2,5.53,4.35,1008.8,2016,6,2,5.74
5.74,1.41,86.45,25.97,28.57,-0.8845809752,99.51,-0.4663866403,30.1,5.09,1.32,1007.9,2016,6,3,5.41
5.41,3.51,86.66,26.26,29.12,-0.8917975296,99.48,-0.4524347093,29.2,5.74,1.41,1008.4,2016,6,4,6.57
6.57,2.94,84.29,26.33,29.23,-0.7771459615,99.53,-0.629320391,29.4,5.41,3.51,1009.0,2016,6,5,6.13
6.13,1.1,83.17,26.0,29.33,-0.6959127966,99.56,-0.7181262978,29.4,6.57,2.94,1009.1,2016,6,6,5.75
5.75,8.96,86.69,25.96,29.01,-0.5620833779,99.57,-0.8270805743,28.9,6.13,1.1,1009.7,2016,6,7,6.37
6.37,12.27,89.48,26.4,28.36,-0.7241718614,99.6,-0.6896195437,27.5,5.75,8.96,1010.3,2016,6,8,6.36
6.36,7.66,89.37,26.21,28.68,-0.7738402097,99.63,-0.6333808726,28.0,6.37,12.27,1010.6,2016,6,9,5.62
5.62,6.71,86.34,25.63,28.61,-0.8886172327,99.69,-0.4586495545,27.6,6.36,7.66,1010.9,2016,6,10,5.68
5.68,3.26,87.05,25.87,28.03,-0.8941542368,99.69,-0.4477590878,28.9,5.62,6.71,1011.0,2016,6,11,5.38
5.38,10.47,90.11,25.75,27.97,-0.8377187166,99.7,-0.546101961,29.1,5.68,3.26,1010.6,2016,6,12,5.53
5.53,5.88,88.89,25.62,28.15,-0.8878153851,99.74,-0.4601997848,28.0,5.38,10.47,1010.9,2016,6,13,5.91
5.91,1.51,88.35,25.7,27.93,-0.940288127,99.66,-0.3403795502,29.8,5.53,5.88,1009.7,2016,6,14,6.0
6.0,0.86,85.41,26.01,28.78,-0.9895257891,99.53,-0.144356201,29.8,5.91,1.51,1009.0,2016,6,15,7.0
7.0,2.26,86.36,25.78,28.29,-0.9781476007,99.42,-0.2079116908,29.1,6.0,0.86,1007.8,2016,6,16,6.85
6.85,7.77,87.14,25.59,28.32,-0.9198214973,99.36,-0.3923371166,29.6,7.0,2.26,1007.0,2016,6,17,6.46
6.46,3.72,85.67,24.93,27.61,-0.9568135841,99.42,-0.2907021936,28.9,6.85,7.77,1007.2,2016,6,18,6.26
6.26,3.6,86.33,24.71,28.06,-0.9449489122,99.39,-0.327217899,28.4,6.46,3.72,1007.2,2016,6,19,6.53
6.53,5.11,86.06,25.11,27.45,-0.9488760116,99.38,-0.3156490369,28.9,6.26,3.6,1006.8,2016,6,20,7.26
7.26,4.67,86.53,24.99,27.74,-0.9719610006,99.39,-0.2351421131,27.5,6.53,5.11,1007.2,2016,6,21,6.67
6.67,1.64,84.97,24.68,27.78,-0.9986295348,99.52,0.05233595624,29.1,7.26,4.67,1008.4,2016,6,22,6.8
6.8,1.23,85.37,24.68,27.68,-0.9890158634,99.54,0.1478094111,29.0,6.67,1.64,1007.9,2016,6,23,7.34
7.34,2.45,86.9,24.6,27.79,-0.9961946981,99.45,0.08715574275,29.1,6.8,1.23,1007.4,2016,6,24,6.29
6.29,0.6,87.94,25.16,27.92,-0.9999756307,99.49,0.006981260298,28.6,7.34,2.45,1008.3,2016,6,25,6.27
6.27,0.38,89.26,25.15,27.62,-0.9979156183,99.52,-0.06453230825,28.4,6.29,0.6,1009.0,2016,6,26,5.61
5.61,1.94,89.36,25.22,27.66,-0.9645574185,99.47,-0.26387305,28.9,6.27,0.38,1007.9,2016,6,27,5.4
5.4,3.54,92.33,25.37,27.33,-0.8633955506,99.52,-0.5045276238,28.6,5.61,1.94,1008.8,2016,6,28,5.12
5.12,4.93,91.76,25.41,27.49,-0.860742027,99.57,-0.5090414158,29.2,5.4,3.54,1009.3,2016,6,29,4.64
