WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_LSTM_random
2.11,81.13,25.49,3.71,-0.7372773368,-0.019999999999996,29.0,-0.6755902076,76.0,0,30.91,1009.1,5.0,2.42,2.4480155455122947
2.42,78.41,25.57,0.73,-0.4273578634,-0.0100000000000051,29.0,-0.9040825497,81.13,0,31.66,1009.1,4.0,2.22,2.3076497008019925
2.22,84.76,25.4,3.43,-0.5269557955,0.0700000000000073,29.1,-0.849892693,78.41,0,29.31,1009.0,4.0,2.99,2.8842769910422326
2.99,83.38,25.94,2.99,-0.8571673007,-0.0100000000000051,29.3,-0.5150380749,84.76,0,29.62,1009.3,4.0,2.18,2.959186258582169
2.18,83.66,26.27,10.02,-0.9711342799,0.0,29.2,-0.2385334576,83.38,0,29.91,1008.9,5.0,2.21,2.3824744108615397
2.21,84.8,26.19,8.34,-0.7009092643,-0.0400000000000062,29.2,-0.7132504492,83.66,0,29.72,1009.4,6.0,2.98,2.8782866349042178
2.98,85.12,25.87,12.46,-0.2010779211,-0.039999999999992,28.1,-0.9795752496,84.8,0,30.1,1008.6,5.0,3.47,3.1839554840491533
3.47,82.19,25.39,8.75,-0.4305110968,0.0499999999999971,28.9,-0.9025852843,85.12,0,30.64,1007.9,5.0,2.63,2.6413643911121607
2.63,86.0,26.0,18.84,-0.656059029,0.0999999999999943,28.4,-0.7547095802,82.19,0,29.21,1008.8,7.0,2.27,2.8974762917199133
2.27,86.03,26.32,11.31,-0.6586894601,-0.039999999999992,28.0,-0.7524149089,86.0,0,28.69,1009.9,5.0,2.82,2.8670980710522653
2.82,85.56,26.0,2.89,-0.660001668,-0.0700000000000073,28.9,-0.7512641335,86.03,0,29.87,1008.9,4.0,3.7,3.1911807894857405
3.7,84.48,26.25,2.89,-0.7804304073,0.0300000000000011,30.1,-0.6252426563,85.56,1,30.3,1008.2,6.0,3.78,3.698054787557888
3.78,87.63,25.88,7.57,-0.9297764859,-0.039999999999992,30.0,-0.3681245527,84.48,1,29.97,1008.2,7.0,4.32,3.9084038540868757
4.32,78.47,25.6,12.25,-0.7858568932,0.0300000000000011,28.2,-0.6184083954,87.63,1,30.93,1008.8,6.0,2.66,2.835854979464054
2.66,83.29,26.08,9.44,-0.4924235601,0.019999999999996,28.4,-0.8703556959,78.47,1,29.77,1008.7,7.0,2.69,2.584799202700782
2.69,85.19,25.75,21.5,-0.3665012267,0.1500000000000056,29.2,-0.930417568,83.29,1,29.12,1009.6,6.0,3.75,3.0532453060668705
3.75,85.98,24.95,10.8,-0.2283508701,0.039999999999992,29.0,-0.9735789029,85.19,1,29.26,1010.2,6.0,3.32,3.513979093072891
3.32,86.4,25.53,11.11,-0.6507742173,-0.0699999999999931,28.8,-0.7592713073,85.98,1,29.04,1010.7,5.0,3.64,3.5403744970120905
3.64,86.23,25.46,6.53,-0.5721458734,-0.1000000000000085,28.4,-0.8201518759,86.4,1,28.84,1009.9,7.0,3.45,3.6281897673691033
3.45,88.28,25.58,10.68,-0.507538363,0.0400000000000062,28.4,-0.8616291604,86.23,1,28.65,1009.0,6.0,3.52,3.6317963167030274
3.52,87.23,25.09,16.49,-0.5150380749,0.0699999999999931,28.9,-0.8571673007,88.28,1,29.02,1009.8,5.0,3.68,3.5573211876008988
3.68,86.27,25.22,13.77,-0.8007313709,-0.0600000000000022,28.6,-0.5990235985,87.23,1,29.25,1010.5,6.0,2.93,3.476190737240732
2.93,89.22,25.63,12.53,-0.860742027,-0.059999999999988,28.2,-0.5090414158,86.27,1,28.04,1009.8,7.0,3.46,3.483896475648451
3.46,89.05,25.39,23.59,-0.7749444887,-0.0200000000000102,27.0,-0.6320293027,89.22,1,27.23,1009.2,7.0,3.06,3.740447339383602
3.06,84.98,25.64,5.66,-0.9449489122,-0.019999999999996,28.7,-0.327217899,89.05,1,29.16,1009.1,6.0,2.57,3.2624064318267347
2.57,88.75,25.96,10.78,-0.653420604,-0.0799999999999983,28.4,-0.7569950557,84.98,1,27.72,1009.0,7.0,2.57,3.1643203027503013
2.57,90.02,25.59,8.27,-0.5606389946,-0.0300000000000011,29.1,-0.8280603346,88.75,1,27.66,1007.8,6.0,3.45,3.5412320232516525
3.45,90.25,24.63,15.65,-0.6755902076,0.0400000000000062,27.2,-0.7372773368,90.02,1,27.32,1007.5,7.0,3.96,4.107100262608147
3.96,88.65,24.6,21.46,-0.6883545757,-0.0200000000000102,26.6,-0.725374371,90.25,1,28.24,1008.3,7.0,4.04,4.380240885900491
4.04,87.56,24.79,7.91,-0.7592713073,-0.039999999999992,27.6,-0.6507742173,88.65,1,28.62,1008.5,7.0,4.4,4.247688767375708
4.4,88.44,25.94,36.52,-0.9198214973,0.019999999999996,27.0,-0.3923371166,87.56,1,27.9,1007.3,7.0,5.6,5.6921343185173985
5.6,87.36,25.67,38.7,-0.860742027,0.1200000000000045,27.6,-0.5090414158,88.44,1,27.6,1007.6,8.0,5.64,5.88545077526784
5.64,85.87,25.35,11.16,-0.9278362539,-0.1000000000000085,27.4,-0.3729877826,87.36,1,29.05,1008.1,7.0,4.96,5.657466552946568
4.96,88.67,25.69,17.66,-0.8433914458,-0.0099999999999909,26.2,-0.5372996083,85.87,1,27.4,1008.0,7.0,5.7,5.729173711191559
5.7,88.07,25.76,26.31,-0.9770455744,-0.1500000000000056,25.4,-0.2130303863,88.67,1,28.04,1007.4,8.0,5.95,6.280700444890022
5.95,86.65,25.61,16.98,-0.9505157316,-0.039999999999992,26.9,-0.3106764296,88.07,1,28.15,1006.6,8.0,4.93,5.936934973540592
4.93,87.46,25.39,8.72,-0.5548444274,0.0,28.1,-0.8319541221,86.65,1,28.42,1005.7,7.0,4.95,5.121058710504055
4.95,87.17,26.34,11.66,-0.6374239897,0.0799999999999983,27.4,-0.7705132428,87.46,1,28.71,1006.1,6.0,7.19,6.5331622700710295
7.19,87.24,26.35,8.86,-0.7144726796,0.019999999999996,28.1,-0.6996633405,87.17,1,28.63,1006.6,6.0,7.72,7.482828437748432
7.72,86.48,26.39,3.24,-0.9552783621,0.0300000000000011,29.4,-0.29570805,87.24,1,28.79,1007.0,5.0,7.04,6.704973767456264
7.04,87.64,26.15,1.19,-0.9420574528,-0.0300000000000011,29.3,-0.3354515698,86.48,1,28.98,1007.3,5.0,6.64,6.3313295627410415
6.64,88.35,26.43,3.39,-0.899557779,0.0499999999999971,29.6,-0.4368017884,87.64,1,28.91,1007.2,6.0,6.38,6.175608194870472
6.38,90.4,26.25,7.18,-0.726574671,0.1000000000000085,28.4,-0.6870875108,88.35,1,27.99,1008.1,6.0,5.67,6.00131249828645
5.67,90.3,25.84,15.06,-0.8181497174,0.019999999999996,28.0,-0.575005252,90.4,1,27.94,1008.4,6.0,5.57,5.877786781944275
5.57,90.01,26.14,10.17,-0.9645574185,-0.0900000000000034,28.9,-0.26387305,90.3,1,27.96,1008.6,6.0,6.06,6.083687267698473
6.06,89.56,26.12,6.67,-0.9531906678,-0.0699999999999931,28.1,-0.3023698908,90.01,1,27.98,1008.0,6.0,5.78,6.060765062510967
5.78,89.2,25.82,4.43,-0.8319541221,0.0799999999999983,28.4,-0.5548444274,89.56,1,28.25,1007.1,5.0,5.19,5.734127450214243
5.19,91.39,26.23,6.69,-0.8100416404,0.2399999999999948,28.7,-0.5863723567,89.2,1,27.66,1008.0,7.0,6.53,5.9985840475995245
6.53,89.79,25.94,13.59,-0.8845809752,-0.0400000000000062,27.2,-0.4663866403,91.39,1,27.79,1009.7,8.0,6.92,6.9228199135321375
6.92,89.43,26.14,8.75,-0.8837656301,-0.059999999999988,28.8,-0.4679298143,89.79,1,27.9,1009.9,6.0,7.6,7.4827465715637205
7.6,89.78,26.18,5.24,-0.8589598969,-0.0400000000000062,29.3,-0.5120428649,89.43,1,27.98,1009.2,6.0,7.94,7.511428529822493
7.94,89.59,26.16,5.8,-0.8686315144,0.0499999999999971,29.4,-0.4954586684,89.78,1,28.14,1009.1,6.0,7.55,7.380367302372218
7.55,88.06,25.95,2.64,-0.8686315144,0.0700000000000073,28.9,-0.4954586684,89.59,1,28.3,1009.7,5.0,7.0,6.709728703343582
7.0,88.17,25.72,1.19,-0.8433914458,-0.0300000000000011,29.0,-0.5372996083,88.06,1,28.26,1010.3,5.0,6.5,6.565540199758768
6.5,88.98,25.37,3.13,-0.8270805743,0.0300000000000011,29.3,-0.5620833779,88.17,1,28.3,1009.9,6.0,6.18,5.890338350524783
6.18,87.39,25.46,5.6,-0.8894163733,0.0,27.8,-0.4570979271,88.98,1,28.31,1009.9,7.0,5.06,5.615446675877672
5.06,90.67,25.65,11.0,-0.8845809752,0.0600000000000022,27.8,-0.4663866403,87.39,1,27.48,1010.0,6.0,5.44,5.53871828389895
5.44,87.1,25.25,13.48,-0.8853936258,0.0999999999999943,27.7,-0.4648420457,90.67,1,27.8,1010.6,7.0,6.2,5.865332532868862
6.2,86.66,25.14,4.85,-0.9232102171,-0.0799999999999983,27.7,-0.3842953227,87.1,1,27.79,1011.5,7.0,5.79,5.960843369436836
5.79,87.73,24.97,3.69,-0.8517269341,-0.0799999999999983,28.2,-0.523985906,86.66,1,27.95,1011.0,6.0,5.71,5.635872910490727
5.71,86.43,25.32,1.64,-0.79863551,-0.0200000000000102,28.1,-0.6018150232,87.73,1,28.06,1010.5,5.0,6.47,5.654998384291553
6.47,84.46,25.15,0.34,-0.8443279255,0.0100000000000051,28.8,-0.535826795,86.43,1,28.11,1010.0,6.0,6.7,6.234719491900444
6.7,86.93,25.15,2.38,-0.813100761,-0.039999999999992,27.8,-0.5821229702,84.46,1,28.32,1010.1,6.0,6.73,6.112566884976983
6.73,89.34,25.55,3.09,-0.8028174752,-0.0400000000000062,27.9,-0.596224875,86.93,1,27.73,1009.5,5.0,6.47,6.1191139393133405
6.47,89.11,25.27,4.09,-0.8241261886,-0.0400000000000062,28.6,-0.5664062369,89.34,1,27.96,1009.4,6.0,5.61,5.992913642475844
5.61,90.68,25.46,5.32,-0.8589598969,0.0700000000000073,27.4,-0.5120428649,89.11,1,27.59,1009.3,6.0,4.98,5.342306673399806
4.98,88.29,25.19,6.53,-0.9443763702,-0.019999999999996,28.0,-0.3288666467,90.68,1,27.58,1009.8,6.0,5.44,5.351329135998225
5.44,89.57,24.98,5.42,-0.9449489122,-0.0700000000000073,28.9,-0.327217899,88.29,1,27.73,1009.3,7.0,5.55,5.550829655637384
5.55,88.33,24.69,2.1,-0.9685831611,0.0,28.6,-0.2486898872,89.57,1,27.71,1008.6,6.0,5.71,5.412363926993489
5.71,86.83,24.21,1.32,-0.9547607995,0.0100000000000051,28.7,-0.2973748741,88.33,1,27.91,1008.1,6.0,4.46,5.445955810857201
4.46,85.51,24.34,1.15,-0.9291325715,-0.0499999999999971,28.2,-0.3697467573,86.83,1,27.48,1008.1,4.0,4.69,4.899723206541061
4.69,87.28,24.76,3.26,-0.9626917464,0.0,28.4,-0.270600446,85.51,1,27.91,1008.0,5.0,4.2,4.641734525688172
4.2,88.22,24.94,1.83,-0.9698720153,0.0300000000000011,28.8,-0.2436150118,87.28,1,27.72,1008.3,6.0,3.98,4.468304107162237
3.98,89.2,24.92,3.23,-0.8949343616,0.059999999999988,28.5,-0.4461978131,88.22,1,27.67,1008.7,6.0,4.38,4.352736048017359
4.38,88.42,24.69,1.39,-0.9438009516,0.0300000000000011,28.8,-0.3305143927,89.2,1,27.84,1009.0,6.0,3.9,4.27565060301435
3.9,88.25,25.03,0.28,-0.9542403285,0.0300000000000011,29.2,-0.2990407923,88.42,1,28.0,1009.6,6.0,4.54,4.43480533101499
4.54,87.78,25.06,0.48,-0.9284858269,-0.019999999999996,29.2,-0.3713678356,88.25,1,28.1,1010.0,6.0,4.77,4.897848207868027
4.77,89.62,25.14,0.82,-0.9018325264,-0.0400000000000062,28.9,-0.4320857488,87.78,1,27.88,1010.0,6.0,5.42,5.077780389840216
5.42,88.81,25.08,0.83,-0.9788673888,-0.0099999999999909,29.0,-0.2044960518,89.62,1,27.27,1009.2,6.0,6.03,5.914704540751934
6.03,86.91,25.13,1.65,-0.9774158943,-0.0499999999999971,29.1,-0.2113247965,88.81,1,27.7,1008.5,5.0,6.3,6.173056774421954
6.3,88.58,25.33,7.29,-0.9177546257,0.0699999999999931,27.9,-0.3971478906,86.91,1,27.94,1008.2,7.0,7.14,6.156289516067981
7.14,87.84,24.83,11.82,-0.9163627296,0.1299999999999954,26.7,-0.4003490326,88.58,1,27.44,1009.4,7.0,6.24,6.828549283867567
6.24,89.33,24.88,8.72,-0.9225380895,0.0,25.9,-0.3859060423,87.84,1,27.18,1010.9,7.0,5.46,5.747755507223904
5.46,88.69,24.97,3.55,-0.9291325715,-0.0799999999999983,27.0,-0.3697467573,89.33,1,27.57,1010.7,5.0,5.39,5.278538285187722
5.39,88.08,24.88,1.62,-0.959805292,-0.0300000000000011,28.6,-0.2806667089,88.69,1,27.67,1009.3,6.0,6.32,5.715386637426466
6.32,87.48,24.24,2.02,-0.9617413095,-0.0699999999999931,28.4,-0.2739592187,88.08,1,27.98,1008.9,6.0,6.17,5.7133516508529665
6.17,89.76,25.24,6.37,-0.9953961984,0.0099999999999909,27.9,-0.09584575252,87.48,1,27.29,1008.1,6.0,6.61,6.226488391621303
6.61,87.94,24.63,3.02,-0.9991943951,0.0300000000000011,27.0,0.04013179253,89.76,1,27.46,1008.4,6.0,6.15,5.96533804434824
6.15,86.31,24.81,1.98,-0.9859960371,0.0200000000000102,27.8,-0.1667687467,87.94,1,27.67,1009.1,5.0,6.31,5.955496900828676
6.31,89.11,24.34,1.07,-0.9939609555,0.0,28.1,-0.1097343111,86.31,1,27.87,1009.0,4.0,5.44,5.670729641125202
5.44,91.16,24.59,1.26,-0.9578224948,0.039999999999992,28.0,-0.2873605198,89.11,1,26.98,1009.2,5.0,6.35,5.483186854229451
6.35,86.09,24.02,0.26,-0.9578224948,0.0499999999999971,27.9,-0.2873605198,91.16,1,28.06,1009.9,7.0,5.94,5.549188149800062
5.94,91.89,24.31,0.46,-0.9414705448,0.0300000000000011,28.4,-0.3370952584,86.09,1,27.49,1010.3,5.0,4.96,5.058753386888981
4.96,91.06,24.23,0.29,-0.9759167619,-0.0499999999999971,28.2,-0.2181432414,91.89,1,27.87,1010.5,5.0,4.89,4.760328935558796
4.89,90.29,24.14,0.63,-0.9939609555,-0.1099999999999994,28.6,-0.1097343111,91.06,1,27.84,1009.4,6.0,4.64,4.609146429795837
4.64,90.18,24.24,2.33,-0.9994502159,0.1099999999999994,28.3,-0.03315517839,90.29,1,27.4,1009.0,6.0,5.82,5.0609778985540155
5.82,91.06,24.22,1.59,-0.9854078985,0.0,28.1,-0.1702094992,90.18,1,27.15,1010.2,7.0,4.93,5.36168016214633
4.93,89.09,24.73,0.82,-0.9985366703,0.0400000000000062,28.2,-0.05407881298,91.06,1,27.61,1010.2,7.0,5.82,5.3168196154842375
5.82,90.52,24.42,0.45,-0.9819587127,-0.0100000000000051,28.1,-0.189095443,89.09,1,27.35,1010.3,7.0,5.38,5.740190142859078
5.38,88.18,24.03,0.19,-0.9466492601,-0.0600000000000022,28.3,-0.3222656952,90.52,1,27.87,1010.4,6.0,4.9,4.911376420623588
4.9,89.14,23.88,0.33,-0.8625136692,-0.0600000000000022,28.6,-0.5060337641,88.18,1,27.44,1010.0,6.0,5.38,5.0599909445745945
5.38,90.37,24.39,4.16,-0.8028174752,0.0500000000000113,28.7,-0.596224875,89.14,1,27.35,1009.2,6.0,6.17,5.44488262269032
6.17,90.72,24.47,5.52,-0.9114032766,0.0999999999999943,28.1,-0.4115143586,90.37,1,26.8,1009.5,5.0,5.24,5.364354590467572
5.24,91.63,24.35,3.15,-0.7626683297,0.0300000000000011,28.0,-0.6467897795,90.72,1,27.02,1010.6,6.0,4.37,4.754562213655949
4.37,91.44,24.33,1.77,-0.7349145951,0.019999999999996,27.9,-0.6781596699,91.63,1,27.21,1011.1,6.0,4.56,4.453569019340015
4.56,92.12,24.58,1.04,-0.8712138111,0.0300000000000011,28.9,-0.4909037536,91.44,1,27.43,1011.4,5.0,4.35,4.64670337897855
4.35,89.14,24.1,0.9,-0.9284858269,0.0,28.7,-0.3713678356,92.12,1,27.09,1011.7,7.0,5.09,4.726988326512862
5.09,89.52,24.55,0.86,-0.9384930228,-0.0100000000000051,29.1,-0.345298199,89.14,1,27.36,1011.3,4.0,5.86,5.583671734603286
5.86,88.49,24.4,0.7,-0.9552783621,-0.0799999999999983,28.9,-0.29570805,89.52,1,27.3,1011.4,4.0,6.54,6.120083082392192
6.54,89.5,24.32,0.91,-0.9583225745,-0.1299999999999954,28.6,-0.2856883674,88.49,1,27.52,1010.9,5.0,5.7,5.997118617596007
5.7,91.7,24.61,7.74,-0.9602936857,0.0300000000000011,25.3,-0.278991106,89.5,1,26.86,1009.3,7.0,5.45,5.4999793845517635
5.45,91.05,24.37,10.48,-0.9788673888,0.1099999999999994,26.4,-0.2044960518,91.7,1,26.95,1009.9,6.0,5.11,4.991902777608037
5.11,89.52,24.41,4.42,-0.9781476007,0.0799999999999983,28.6,-0.2079116908,91.05,1,27.48,1010.8,6.0,5.82,5.245716908670545
5.82,89.71,24.64,1.41,-0.9871362651,-0.0900000000000034,28.4,-0.1598811877,89.52,1,27.13,1011.2,5.0,6.64,6.041320319187134
6.64,90.4,24.85,1.42,-0.9879598658,-0.0899999999999892,28.1,-0.1547103863,89.71,1,27.1,1010.3,5.0,6.99,6.4455817648354765
6.99,89.82,24.53,4.25,-0.9070440143,0.039999999999992,28.4,-0.4210358134,90.4,1,27.09,1009.6,4.0,5.14,5.633750960266471
5.14,86.83,24.63,13.05,-0.9547607995,-0.0100000000000051,27.7,-0.2973748741,89.82,1,27.25,1009.7,5.0,7.17,6.136444105206251
7.17,88.07,24.64,5.84,-0.956304756,-0.0099999999999909,26.4,-0.2923717047,86.83,1,27.06,1009.5,7.0,7.69,7.078682251190579
7.69,87.07,24.28,5.86,-0.9557930148,0.019999999999996,26.9,-0.2940403252,88.07,1,26.73,1009.8,8.0,7.25,7.28944771815629
7.25,87.73,24.54,5.29,-0.9957246982,-0.1099999999999994,27.1,-0.09237058745,87.07,1,27.34,1009.5,7.0,7.06,6.983201167765856
7.06,89.45,24.08,7.02,-0.9999939077,0.0,27.1,-0.003490651415,87.73,1,26.27,1008.7,7.0,7.47,7.1328667964707915
7.47,88.76,24.17,1.88,-0.9933727656,0.0,27.1,-0.1149371505,89.45,1,26.87,1009.0,7.0,6.97,6.688523559311318
6.97,89.63,24.06,0.73,-0.984195608,0.0499999999999971,27.4,-0.1770847403,88.76,1,27.13,1009.1,6.0,6.26,5.953418226391077
6.26,89.23,23.9,0.42,-0.9838850379,0.0499999999999971,27.6,-0.1788022151,89.63,1,27.33,1009.7,7.0,5.62,5.481835792060614
5.62,88.59,23.44,0.33,-0.9799247046,0.0,27.6,-0.1993679344,89.23,1,27.9,1010.6,6.0,4.13,4.714846784883308
4.13,87.17,23.53,0.92,-0.9645574185,-0.019999999999996,27.7,-0.26387305,88.59,1,28.13,1010.4,6.0,3.87,4.029679547925949
3.87,89.35,23.94,2.11,-0.9636304532,-0.039999999999992,27.6,-0.2672383761,87.17,1,27.36,1009.4,6.0,4.31,4.34133015098238
4.31,90.28,23.91,1.0,-0.9348256764,-0.0400000000000062,27.1,-0.3551069624,89.35,1,27.32,1008.9,8.0,4.13,4.483296866159153
4.13,89.87,23.96,0.23,-0.9802711746,-0.0699999999999931,27.6,-0.1976573404,90.28,1,27.0,1008.8,7.0,4.77,4.6485993951909546
4.77,87.74,23.71,1.0,-0.9510565163,0.039999999999992,27.9,-0.3090169944,89.87,1,27.87,1008.3,6.0,4.58,4.341431967923165
4.58,88.73,24.04,1.14,-0.984807753,0.0600000000000022,27.6,-0.1736481777,87.74,1,27.28,1008.6,6.0,3.9,4.498775422132635
3.9,88.98,23.82,0.72,-0.9739759673,0.0499999999999971,27.9,-0.2266513074,88.73,1,27.68,1009.5,6.0,3.83,4.144606927102375
3.83,86.03,23.81,0.79,-0.9335804265,-0.0300000000000011,28.1,-0.3583679495,88.98,1,28.21,1010.2,6.0,4.44,4.225807158594727
4.44,88.54,24.15,1.18,-0.9177546257,0.0700000000000073,28.2,-0.3971478906,86.03,1,27.29,1009.4,6.0,5.24,4.541835203209609
5.24,87.14,24.14,0.73,-0.906307787,0.0999999999999943,28.1,-0.4226182617,88.54,1,27.61,1010.5,5.0,4.19,4.902986381623506
4.19,86.18,24.14,0.87,-0.8580649057,-0.039999999999992,27.4,-0.5135412521,87.14,1,28.26,1011.3,4.0,4.48,4.236017519814968
4.48,86.64,24.25,0.32,-0.9106836608,0.0,28.4,-0.4131044298,86.18,1,27.4,1011.2,4.0,4.21,4.829757301153278
4.21,84.48,24.18,0.07,-0.8100416404,0.0499999999999971,28.0,-0.5863723567,86.64,1,28.14,1011.0,4.0,4.85,4.528534990632653
4.85,81.63,24.11,0.15,-0.8870108332,-0.0100000000000051,27.9,-0.4617486132,84.48,1,28.19,1011.6,5.0,5.06,4.84200800773673
5.06,82.2,24.45,0.24,-0.8788171127,-0.0699999999999931,28.6,-0.4771587603,81.63,1,28.07,1010.9,3.0,5.96,5.59951884928751
5.96,81.01,24.66,0.41,-0.9588197349,0.0099999999999909,29.0,-0.2840153447,82.2,1,28.53,1010.6,3.0,6.17,5.954291381421566
6.17,81.57,24.17,0.05,-0.9964928592,-0.0799999999999983,28.8,-0.08367784333,81.01,1,28.74,1011.0,4.0,4.66,5.171174296813726
4.66,81.71,24.11,0.4,-0.9335804265,0.0,28.0,-0.3583679495,81.57,1,29.37,1009.5,4.0,3.64,4.294770130529666
3.64,82.08,24.45,1.3,-0.8660254038,0.1400000000000005,28.2,-0.5,81.71,1,28.99,1010.3,6.0,3.7,3.569918850144267
3.7,80.83,24.18,0.25,-0.9360595357,0.0400000000000062,28.6,-0.3518416484,82.08,1,29.26,1011.9,5.0,3.55,3.44023444368155
3.55,80.18,24.02,1.02,-0.8703556959,-0.1099999999999994,28.8,-0.4924235601,80.83,1,29.52,1011.9,3.0,3.24,3.3633683269066332
3.24,80.87,24.28,1.37,-0.8598522716,-0.0700000000000073,28.9,-0.5105429179,80.18,1,29.05,1010.6,5.0,3.96,3.6111163925979137
3.96,80.33,24.28,0.8,-0.726574671,0.0499999999999971,29.0,-0.6870875108,80.87,1,28.85,1010.2,5.0,3.98,4.2401328000710015
3.98,79.41,24.29,1.89,-0.7682835236,0.0600000000000022,28.7,-0.6401096995,80.33,1,29.49,1010.8,5.0,4.15,3.98895800289526
4.15,81.73,24.65,2.1,-0.906307787,-0.0799999999999983,28.9,-0.4226182617,79.41,1,28.51,1010.7,7.0,5.18,4.778326796474457
5.18,79.74,25.51,3.03,-0.9316912276,-0.039999999999992,29.6,-0.3632512305,81.73,1,28.6,1009.8,7.0,5.98,5.897950678695106
5.98,80.18,25.5,2.39,-0.9310558159,0.0099999999999909,29.6,-0.3648767843,79.74,1,28.44,1008.2,6.0,6.83,6.530720895338058
6.83,83.75,25.42,3.68,-0.9607791542,-0.039999999999992,29.4,-0.2773146533,80.18,1,28.12,1009.7,7.0,5.51,6.0519985188922885
5.51,84.93,25.44,10.14,-0.8028174752,-0.1400000000000005,28.9,-0.596224875,83.75,1,28.2,1009.9,7.0,6.3,6.406313895225525
6.3,86.25,25.32,13.18,-0.7241718614,0.1199999999999903,26.8,-0.6896195437,84.93,1,28.03,1008.6,7.0,5.89,6.0757353524867055
5.89,85.17,25.05,3.19,-0.5807029557,0.1600000000000108,27.9,-0.8141155184,86.25,1,28.08,1009.4,5.0,4.83,5.37027033324275
4.83,86.22,24.63,2.81,-0.8894163733,0.0899999999999892,28.2,-0.4570979271,85.17,1,28.42,1010.8,6.0,3.82,4.716379241150182
3.82,88.28,24.81,13.8,-0.875464527,0.0200000000000102,24.5,-0.4832823833,86.22,1,26.87,1011.7,8.0,3.55,4.223931063091278
3.55,86.15,24.46,9.22,-0.9252097184,-0.1099999999999994,27.2,-0.3794561595,88.28,1,27.7,1012.3,7.0,3.08,3.5084425543625355
3.08,84.64,24.08,3.35,-0.8535507973,-0.1700000000000017,27.8,-0.5210096318,86.15,1,28.82,1010.1,6.0,3.01,3.015319505822134
3.01,87.66,24.68,10.95,-0.5591929035,-0.0100000000000051,28.2,-0.8290375726,84.64,1,27.17,1009.3,5.0,2.75,3.371861041489124
2.75,84.78,24.39,3.42,-0.5299192642,-0.0100000000000051,27.7,-0.8480480962,87.66,1,28.94,1009.0,5.0,2.93,2.82008607335999
2.93,86.5,24.41,18.92,-0.9799247046,-0.039999999999992,27.3,0.1993679344,84.78,1,28.48,1008.8,7.0,3.24,3.0515225486652375
3.24,85.67,25.04,6.24,0.2147353272,-0.1000000000000085,28.1,0.9766722783,86.5,1,29.78,1009.2,6.0,2.43,3.4255781074010847
2.43,85.28,24.51,2.44,0.1547103863,0.0800000000000125,27.6,-0.9879598658,85.67,0,29.98,1008.5,6.0,2.74,2.623451369190836
2.74,89.67,24.49,4.38,-0.9909831997,0.0899999999999892,24.8,-0.1339861854,85.28,0,26.19,1009.5,8.0,2.95,3.2351327174506186
2.95,86.71,23.99,4.92,-0.4586495545,-0.059999999999988,26.5,-0.8886172327,89.67,0,28.61,1010.3,7.0,2.15,2.4159803274435996
2.15,90.98,24.55,13.41,-0.3891239501,-0.1000000000000085,28.1,-0.9211854056,86.71,0,27.39,1008.8,7.0,4.07,3.9821542326462507
4.07,89.0,25.13,21.59,-0.3469356516,0.1299999999999954,28.2,-0.9378889346,90.98,0,28.47,1008.7,7.0,3.75,3.5574854123724937
3.75,90.6,24.77,20.55,-0.9170600744,0.0,26.1,-0.3987490689,89.0,0,27.59,1008.7,8.0,3.24,4.648247795069623
3.24,89.61,24.7,40.89,-0.8949343616,0.0200000000000102,26.3,0.4461978131,90.6,0,27.32,1009.1,7.0,2.12,3.3665679497119188
2.12,89.13,24.13,26.51,-0.9948807088,0.0300000000000011,25.6,-0.1010562972,89.61,0,27.08,1009.2,8.0,3.99,3.680452745393467
3.99,87.01,24.1,15.65,-0.9948807088,0.039999999999992,25.2,0.1010562972,89.13,0,26.73,1009.7,8.0,3.51,3.469393434541941
3.51,82.98,24.13,5.59,-0.984195608,-0.0499999999999971,27.2,-0.1770847403,87.01,0,28.21,1010.1,7.0,3.92,3.0765926919127464
3.92,85.36,24.61,3.12,-0.5606389946,0.0699999999999931,28.1,-0.8280603346,82.98,0,27.77,1008.8,6.0,4.43,3.950549236940187
4.43,84.3,24.31,1.9,-0.2164396139,0.1100000000000136,27.9,-0.9762960071,85.36,0,27.89,1009.1,6.0,5.19,4.417487138778329
5.19,80.98,23.88,5.05,-0.2368381461,0.1199999999999903,27.6,-0.97154912,84.3,0,28.46,1010.3,7.0,4.36,3.9940587647788046
4.36,87.31,24.22,2.99,-0.6156614753,0.0400000000000062,30.4,-0.7880107536,80.98,0,27.18,1012.0,7.0,3.11,3.635483031816721
3.11,83.42,24.54,1.38,-0.8853936258,-0.0400000000000062,28.6,-0.4648420457,87.31,0,29.09,1013.6,5.0,2.29,3.0580695288057327
2.29,85.36,24.78,6.16,-0.8703556959,0.0400000000000062,27.1,-0.4924235601,83.42,0,28.06,1013.2,6.0,2.31,2.407674727236414
2.31,84.96,24.02,8.31,-0.9460853588,0.019999999999996,25.8,-0.3239174182,85.36,0,27.16,1013.2,7.0,3.28,2.8528000174874544
3.28,78.37,23.98,1.35,-0.9994502159,-0.0900000000000034,25.8,0.03315517839,84.96,0,28.35,1014.3,6.0,1.81,1.8717814677156448
