WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,WD_cos,AVG_TEMP,WS10M_lag2,SURF_PRESSSURE,MAX_TEMP,RH_lag1,WD_sin_lag1,WD_sin_lag2,SL_PRESSURE,PREC_lag1,YEAR,MO,DY,WS10M
4.85,89.28,24.17,4.34,-0.8348478633,-0.5504807401,28.9,5.01,99.7,27.01,89.9,-0.9010770213,-0.9177546257,1010.1,8.26,2015,7,23,4.56
4.56,86.25,24.38,1.48,-0.905568799,-0.4241994227,27.5,4.85,99.78,27.81,89.28,-0.8348478633,-0.9010770213,1010.9,4.34,2015,7,24,4.28
4.28,85.89,24.77,1.01,-0.8433914458,-0.5372996083,28.6,4.56,99.73,27.76,86.25,-0.905568799,-0.8348478633,1010.6,1.48,2015,7,25,4.71
4.71,87.8,24.88,3.14,-0.9156625933,-0.4019477767,26.6,4.28,99.73,27.62,85.89,-0.8433914458,-0.905568799,1011.3,1.01,2015,7,26,4.23
4.23,88.05,24.74,0.64,-0.9284858269,-0.3713678356,27.8,4.71,99.71,27.95,87.8,-0.9156625933,-0.8433914458,1010.8,3.14,2015,7,27,3.06
3.06,89.69,24.73,0.51,-0.8171448983,-0.5764323162,28.1,4.23,99.75,27.53,88.05,-0.9284858269,-0.9156625933,1011.0,0.64,2015,7,28,3.61
3.61,87.72,24.94,1.43,-0.7071067812,-0.7071067812,28.6,3.06,99.74,27.87,89.69,-0.8171448983,-0.9284858269,1011.0,0.51,2015,7,29,4.27
4.27,85.83,25.01,0.49,-0.7615383075,-0.6481199011,29.6,3.61,99.75,27.89,87.72,-0.7071067812,-0.8171448983,1010.6,1.43,2015,7,30,4.59
4.59,85.86,24.74,0.85,-0.8870108332,-0.4617486132,29.4,4.27,99.67,28.15,85.83,-0.7615383075,-0.7071067812,1010.6,0.49,2015,7,31,4.2
4.2,83.31,24.89,1.05,-0.9432226579,-0.3321611319,29.1,4.59,99.74,28.6,85.86,-0.8870108332,-0.7615383075,1011.1,0.85,2015,8,1,4.89
4.89,83.73,25.28,1.19,-0.9297764859,-0.3681245527,29.6,4.2,99.75,28.64,83.31,-0.9432226579,-0.8870108332,1011.2,1.05,2015,8,2,5.28
5.28,85.02,25.45,2.76,-0.8677654534,-0.496973961,29.6,4.89,99.75,28.03,83.73,-0.9297764859,-0.9432226579,1010.9,1.19,2015,8,3,5.45
5.45,85.97,25.4,7.75,-0.7880107536,-0.6156614753,28.4,5.28,99.74,28.4,85.02,-0.8677654534,-0.9297764859,1010.3,2.76,2015,8,4,6.02
6.02,83.23,24.74,5.86,-0.7466381823,-0.6652303547,28.1,5.45,99.78,27.96,85.97,-0.7880107536,-0.8677654534,1010.3,7.75,2015,8,5,6.22
6.22,86.06,24.36,0.93,-0.9449489122,-0.327217899,28.7,6.02,99.6,28.02,83.23,-0.7466381823,-0.7880107536,1009.0,5.86,2015,8,6,5.53
5.53,84.74,25.48,0.81,-0.9505157316,-0.3106764296,29.8,6.22,99.54,29.02,86.06,-0.9449489122,-0.7466381823,1008.8,0.93,2015,8,7,5.86
5.86,85.24,25.61,0.93,-0.9390942521,-0.3436596946,26.4,5.53,99.54,28.89,84.74,-0.9505157316,-0.9449489122,1008.5,0.81,2015,8,8,6.4
6.4,88.74,25.71,3.69,-0.97154912,-0.2368381461,28.6,5.86,99.39,27.85,85.24,-0.9390942521,-0.9505157316,1007.2,0.93,2015,8,9,7.28
7.28,87.44,25.27,2.07,-0.9510565163,-0.3090169944,29.6,6.4,99.39,28.16,88.74,-0.97154912,-0.9390942521,1007.3,3.69,2015,8,10,6.83
6.83,86.88,24.93,1.99,-0.8972583697,-0.4415058528,29.6,7.28,99.54,28.06,87.44,-0.9510565163,-0.97154912,1008.8,2.07,2015,8,11,6.4
6.4,87.85,25.34,1.39,-0.9348256764,-0.3551069624,29.6,6.83,99.65,28.13,86.88,-0.8972583697,-0.9510565163,1009.8,1.99,2015,8,12,6.89
6.89,86.67,25.29,0.63,-0.9816271834,-0.1908089954,29.6,6.4,99.55,28.44,87.85,-0.9348256764,-0.8972583697,1008.6,1.39,2015,8,13,5.38
5.38,86.82,24.97,0.32,-0.9986295348,-0.05233595624,29.7,6.89,99.5,28.8,86.67,-0.9816271834,-0.9348256764,1008.4,0.63,2015,8,14,5.59
5.59,87.48,25.41,4.4,-0.9865721616,-0.1633259622,29.6,5.38,99.5,28.39,86.82,-0.9986295348,-0.9816271834,1008.9,0.32,2015,8,15,4.7
4.7,90.11,25.02,10.9,-0.9995065604,0.03141075908,29.0,5.59,99.57,27.39,87.48,-0.9865721616,-0.9986295348,1008.9,4.4,2015,8,16,3.51
3.51,87.08,24.25,8.97,-0.6184083954,-0.7858568932,28.3,4.7,99.46,28.9,90.11,-0.9995065604,-0.9865721616,1008.2,10.9,2015,8,17,3.0
3.0,88.41,24.68,8.44,-0.4679298143,-0.8837656301,28.0,3.51,99.53,28.08,87.08,-0.6184083954,-0.9995065604,1008.8,8.97,2015,8,18,4.06
4.06,85.15,24.5,0.56,-0.5,-0.8660254038,27.9,3.0,99.71,28.8,88.41,-0.4679298143,-0.6184083954,1010.8,8.44,2015,8,19,4.37
4.37,85.24,25.06,0.83,-0.6520984038,-0.7581343362,28.6,4.06,99.78,28.54,85.15,-0.5,-0.4679298143,1011.6,0.56,2015,8,20,4.61
4.61,85.2,24.98,1.01,-0.702153053,-0.712026046,29.6,4.37,99.73,28.4,85.24,-0.6520984038,-0.5,1011.2,0.83,2015,8,21,4.49
4.49,86.2,25.51,1.73,-0.8571673007,-0.5150380749,29.2,4.61,99.67,28.29,85.2,-0.702153053,-0.6520984038,1010.4,1.01,2015,8,22,5.02
5.02,87.18,25.31,3.71,-0.8910065242,-0.4539904997,29.4,4.49,99.69,28.33,86.2,-0.8571673007,-0.702153053,1010.3,1.73,2015,8,23,4.96
4.96,84.76,25.19,5.61,-0.909236109,-0.4162807923,27.8,5.02,99.71,28.4,87.18,-0.8910065242,-0.8571673007,1010.5,3.71,2015,8,24,5.52
5.52,84.17,25.25,4.46,-0.9335804265,-0.3583679495,28.4,4.96,99.62,28.84,84.76,-0.909236109,-0.8910065242,1010.4,5.61,2015,8,25,5.71
5.71,86.9,25.33,4.32,-0.8508111094,-0.5254716511,29.6,5.52,99.56,27.96,84.17,-0.9335804265,-0.909236109,1008.7,4.46,2015,8,26,5.46
5.46,86.41,25.7,2.75,-0.8171448983,-0.5764323162,28.6,5.71,99.58,28.24,86.9,-0.8508111094,-0.9335804265,1009.2,4.32,2015,8,27,6.47
6.47,86.05,25.39,12.48,-0.7535633923,-0.6573752458,28.1,5.46,99.68,28.37,86.41,-0.8171448983,-0.8508111094,1009.8,2.75,2015,8,28,6.05
6.05,85.42,25.63,4.94,-0.8028174752,-0.596224875,27.9,6.47,99.62,28.49,86.05,-0.7535633923,-0.8171448983,1009.5,12.48,2015,8,29,5.87
5.87,85.8,25.59,4.85,-0.7637960286,-0.6454576877,29.2,6.05,99.65,28.77,85.42,-0.8028174752,-0.7535633923,1010.1,4.94,2015,8,30,6.36
6.36,84.61,25.57,2.81,-0.8090169944,-0.5877852523,28.4,5.87,99.68,29.04,85.8,-0.7637960286,-0.8028174752,1009.9,4.85,2015,8,31,4.88
4.88,87.68,25.48,1.75,-0.7922896434,-0.6101451639,29.0,6.36,99.57,28.37,84.61,-0.8090169944,-0.7637960286,1009.0,2.81,2015,9,1,5.8
5.8,84.92,25.54,1.37,-0.8788171127,-0.4771587603,29.1,4.88,99.47,29.13,87.68,-0.7922896434,-0.8090169944,1008.0,1.75,2015,9,2,4.62
4.62,87.72,25.78,20.73,-0.7581343362,-0.6520984038,29.4,5.8,99.53,28.8,84.92,-0.8788171127,-0.7922896434,1009.2,1.37,2015,9,3,4.87
4.87,87.62,24.81,15.4,-0.5135412521,-0.8580649057,27.1,4.62,99.77,27.82,87.72,-0.7581343362,-0.8788171127,1011.5,20.73,2015,9,4,3.93
3.93,86.93,24.4,6.76,-0.0662739004,-0.9978014683,28.9,4.87,99.87,28.36,87.62,-0.5135412521,-0.7581343362,1011.8,15.4,2015,9,5,4.43
4.43,85.97,24.06,6.23,-0.223250116,-0.9747611942,28.2,3.93,99.89,27.87,86.93,-0.0662739004,-0.5135412521,1012.0,6.76,2015,9,6,5.17
5.17,80.53,23.96,4.39,-0.544639035,-0.8386705679,26.4,4.43,99.96,27.18,85.97,-0.223250116,-0.0662739004,1012.7,6.23,2015,9,7,4.03
4.03,80.92,23.92,2.02,-0.597625147,-0.8017756442,27.5,5.17,99.81,28.64,80.53,-0.544639035,-0.223250116,1011.5,4.39,2015,9,8,3.53
3.53,86.01,24.59,2.14,-0.6971651029,-0.7169106077,27.9,4.03,99.79,28.65,80.92,-0.597625147,-0.544639035,1011.4,2.02,2015,9,9,4.59
4.59,87.43,24.79,8.07,-0.6238795967,-0.7815204724,27.6,3.53,99.78,28.3,86.01,-0.6971651029,-0.597625147,1011.4,2.14,2015,9,10,4.6
4.6,86.87,25.3,15.98,-0.8452618332,-0.5343523494,26.1,4.59,99.77,27.85,87.43,-0.6238795967,-0.6971651029,1011.4,8.07,2015,9,11,4.51
4.51,87.42,25.26,4.36,-0.864274802,-0.5030199466,27.6,4.6,99.71,28.22,86.87,-0.8452618332,-0.6238795967,1010.7,15.98,2015,9,12,4.51
4.51,86.61,25.41,2.67,-0.8779829754,-0.4786918579,29.2,4.51,99.78,28.1,87.42,-0.864274802,-0.8452618332,1011.5,4.36,2015,9,13,5.18
5.18,87.43,25.7,3.79,-0.8703556959,-0.4924235601,29.4,4.51,99.74,28.18,86.61,-0.8779829754,-0.864274802,1010.8,2.67,2015,9,14,5.82
5.82,87.11,25.84,10.12,-0.8589598969,-0.5120428649,29.1,5.18,99.65,28.22,87.43,-0.8703556959,-0.8779829754,1009.8,3.79,2015,9,15,6.45
6.45,85.43,25.93,7.7,-0.9198214973,-0.3923371166,27.9,5.82,99.48,28.8,87.11,-0.8589598969,-0.8703556959,1008.3,10.12,2015,9,16,7.42
7.42,86.25,26.17,6.7,-0.909236109,-0.4162807923,28.2,6.45,99.43,28.73,85.43,-0.9198214973,-0.8589598969,1007.7,7.7,2015,9,17,6.39
6.39,87.53,25.15,6.86,-0.9329535348,-0.3599968081,29.1,7.42,99.51,27.11,86.25,-0.909236109,-0.9198214973,1008.0,6.7,2015,9,18,6.24
6.24,88.59,24.85,8.76,-0.8651514206,-0.5015107372,27.6,6.39,99.54,27.53,87.53,-0.9329535348,-0.909236109,1009.0,6.86,2015,9,19,5.73
5.73,90.83,25.32,7.29,-0.8280603346,-0.5606389946,28.2,6.24,99.55,27.32,88.59,-0.8651514206,-0.9329535348,1008.6,8.76,2015,9,20,5.45
5.45,87.32,25.19,2.78,-0.8100416404,-0.5863723567,28.2,5.73,99.58,28.39,90.83,-0.8280603346,-0.8651514206,1008.7,7.29,2015,9,21,4.62
4.62,83.93,24.67,1.72,-0.8668967489,-0.4984877398,29.1,5.45,99.53,28.72,87.32,-0.8100416404,-0.8280603346,1009.2,2.78,2015,9,22,4.31
4.31,87.29,25.4,8.39,-0.7880107536,-0.6156614753,28.7,4.62,99.63,28.27,83.93,-0.8668967489,-0.8100416404,1010.0,1.72,2015,9,23,4.04
4.04,86.98,24.89,10.23,-0.739631095,-0.6730125135,28.7,4.31,99.69,27.99,87.29,-0.7880107536,-0.8668967489,1009.7,8.39,2015,9,24,3.87
3.87,86.86,24.76,12.92,-0.575005252,-0.8181497174,27.4,4.04,99.58,27.95,86.98,-0.739631095,-0.7880107536,1008.9,10.23,2015,9,25,5.15
5.15,89.4,24.83,26.24,-0.6059884003,-0.7954734809,25.4,3.87,99.55,27.04,86.86,-0.575005252,-0.739631095,1009.1,12.92,2015,9,26,4.92
4.92,89.53,25.15,12.17,-0.8589598969,-0.5120428649,26.6,5.15,99.52,26.88,89.4,-0.6059884003,-0.575005252,1008.6,26.24,2015,9,27,4.47
4.47,87.14,24.62,15.51,-0.7181262978,-0.6959127966,27.1,4.92,99.48,27.89,89.53,-0.8589598969,-0.6059884003,1008.2,12.17,2015,9,28,4.72
4.72,89.37,24.52,32.65,-0.5835412114,-0.8120835269,26.1,4.47,99.5,26.56,87.14,-0.7181262978,-0.8589598969,1008.6,15.51,2015,9,29,6.03
6.03,85.02,24.44,3.89,-0.3206129906,-0.9472102777,25.2,4.72,99.62,27.58,89.37,-0.5835412114,-0.7181262978,1009.9,32.65,2015,9,30,5.68
5.68,85.8,24.41,8.84,-0.2044960518,-0.9788673888,27.2,6.03,99.73,28.54,85.02,-0.3206129906,-0.5835412114,1011.0,3.89,2015,10,1,4.58
4.58,86.46,24.39,3.24,-0.2973748741,-0.9547607995,28.4,5.68,99.86,28.8,85.8,-0.2044960518,-0.3206129906,1012.2,8.84,2015,10,2,4.02
4.02,88.04,24.64,1.86,-0.7337298645,-0.6794413043,28.2,4.58,99.87,28.3,86.46,-0.2973748741,-0.2044960518,1012.5,3.24,2015,10,3,3.24
3.24,87.63,25.45,10.55,-0.9521293927,-0.305695305,28.4,4.02,99.85,28.2,88.04,-0.7337298645,-0.2973748741,1012.1,1.86,2015,10,4,4.58
4.58,87.5,25.72,5.25,-0.9396926208,-0.3420201433,27.4,3.24,99.75,27.61,87.63,-0.9521293927,-0.7337298645,1011.2,10.55,2015,10,5,5.56
5.56,86.64,25.73,5.67,-0.959805292,-0.2806667089,27.7,4.58,99.65,28.07,87.5,-0.9396926208,-0.9521293927,1010.0,5.25,2015,10,6,4.26
4.26,88.62,25.44,6.33,-0.6870875108,-0.726574671,28.2,5.56,99.68,28.57,86.64,-0.959805292,-0.9396926208,1010.5,5.67,2015,10,7,4.14
4.14,86.62,24.71,5.77,-0.7009092643,-0.7132504492,28.0,4.26,99.77,28.42,88.62,-0.6870875108,-0.959805292,1011.0,6.33,2015,10,8,4.6
4.6,85.64,24.88,4.55,-0.8535507973,-0.5210096318,27.6,4.14,99.78,27.45,86.62,-0.7009092643,-0.6870875108,1011.2,5.77,2015,10,9,4.62
4.62,85.83,25.1,4.72,-0.8862035792,-0.4632960351,28.1,4.6,99.77,28.36,85.64,-0.8535507973,-0.7009092643,1011.7,4.55,2015,10,10,4.6
4.6,85.22,25.46,4.42,-0.905568799,-0.4241994227,28.1,4.62,99.8,28.5,85.83,-0.8862035792,-0.8535507973,1011.6,4.72,2015,10,11,3.71
3.71,85.56,25.37,5.89,-0.9360595357,-0.3518416484,28.3,4.6,99.81,28.48,85.22,-0.905568799,-0.8862035792,1011.6,4.42,2015,10,12,2.57
2.57,88.27,25.07,8.55,-0.8779829754,-0.4786918579,28.1,3.71,99.75,28.24,85.56,-0.9360595357,-0.905568799,1011.1,5.89,2015,10,13,2.86
2.86,89.53,25.25,20.1,-0.8910065242,-0.4539904997,27.8,2.57,99.8,27.42,88.27,-0.8779829754,-0.9360595357,1011.4,8.55,2015,10,14,2.67
2.67,85.93,24.48,22.28,-0.9578224948,-0.2873605198,27.6,2.86,99.73,28.87,89.53,-0.8910065242,-0.8779829754,1010.8,20.1,2015,10,15,2.7
2.7,85.23,24.59,20.16,-0.8902128046,0.4555449072,27.8,2.67,99.68,28.88,85.93,-0.9578224948,-0.8910065242,1010.8,22.28,2015,10,16,2.05
2.05,84.57,24.74,11.11,-0.02443217815,-0.9997014898,27.5,2.7,99.69,29.73,85.23,-0.8902128046,-0.9578224948,1010.6,20.16,2015,10,17,1.31
1.31,86.83,25.02,23.62,-0.6743023876,-0.7384553406,27.6,2.05,99.75,29.52,84.57,-0.02443217815,-0.8902128046,1011.8,11.11,2015,10,18,2.73
2.73,85.88,25.16,26.01,-0.7193398003,-0.6946583705,27.6,1.31,99.71,29.85,86.83,-0.6743023876,-0.02443217815,1010.9,23.62,2015,10,19,2.85
2.85,89.19,25.48,13.2,-0.8280603346,-0.5606389946,27.9,2.73,99.59,28.39,85.88,-0.7193398003,-0.6743023876,1010.0,26.01,2015,10,20,3.23
3.23,87.57,25.24,28.18,-0.9902680687,0.139173101,27.6,2.85,99.56,27.67,89.19,-0.8280603346,-0.7193398003,1009.8,13.2,2015,10,21,2.14
2.14,87.85,24.91,13.36,-0.8526401644,0.5224985647,27.9,3.23,99.64,27.43,87.57,-0.9902680687,-0.8280603346,1010.2,28.18,2015,10,22,2.24
2.24,91.14,24.54,21.39,-0.9372819895,0.3485720473,27.9,2.14,99.62,26.64,87.85,-0.8526401644,-0.9902680687,1009.7,13.36,2015,10,23,3.47
3.47,91.32,24.43,11.49,-0.9909831997,-0.1339861854,27.9,2.24,99.51,27.08,91.14,-0.9372819895,-0.8526401644,1009.0,21.39,2015,10,24,3.47
3.47,91.2,24.77,21.41,-0.3599968081,-0.9329535348,25.7,3.47,99.6,26.5,91.32,-0.9909831997,-0.9372819895,1010.3,11.49,2015,10,25,4.38
4.38,88.42,22.96,37.34,-0.04536298813,0.9989705698,27.7,3.47,99.72,26.09,91.2,-0.3599968081,-0.9909831997,1010.6,21.41,2015,10,26,3.45
3.45,87.51,22.94,11.61,-0.3778407868,0.9258705848,27.2,4.38,99.66,28.17,88.42,-0.04536298813,-0.3599968081,1010.4,37.34,2015,10,27,3.94
3.94,85.45,23.84,20.85,0.3746065934,0.9271838546,28.1,3.45,99.61,29.15,87.51,-0.3778407868,-0.04536298813,1009.5,11.61,2015,10,28,4.3
4.3,87.68,24.23,10.85,0.1495353434,0.988756381,28.3,3.94,99.54,28.41,85.45,0.3746065934,-0.3778407868,1008.7,20.85,2015,10,29,4.69
4.69,89.35,24.25,12.74,-0.9916711624,-0.1287955966,27.1,4.3,99.53,26.17,87.68,0.1495353434,0.3746065934,1008.5,10.85,2015,10,30,3.19
3.19,88.74,24.16,6.73,0.1495353434,-0.988756381,28.1,4.69,99.64,27.86,89.35,-0.9916711624,0.1495353434,1009.7,12.74,2015,10,31,5.0
5.0,88.24,24.1,13.61,0.02966624409,-0.9995598601,27.1,3.19,99.72,27.76,88.74,0.1495353434,-0.9916711624,1010.7,6.73,2015,11,1,4.37
4.37,88.66,23.95,32.89,-0.8941542368,-0.4477590878,27.4,5.0,99.79,27.91,88.24,0.02966624409,0.1495353434,1011.7,13.61,2015,11,2,2.96
2.96,86.84,24.19,18.77,0.1149371505,0.9933727656,26.8,4.37,99.78,27.9,88.66,-0.8941542368,0.02966624409,1010.9,32.89,2015,11,3,3.09
3.09,80.59,24.16,5.7,0.3762242631,0.9265286309,27.4,2.96,99.69,29.36,86.84,0.1149371505,-0.8941542368,1010.6,18.77,2015,11,4,1.91
1.91,84.79,24.96,17.4,-0.4924235601,0.8703556959,27.4,3.09,99.65,28.83,80.59,0.3762242631,0.1149371505,1010.2,5.7,2015,11,5,2.8
2.8,84.92,24.53,35.54,0.2940403252,0.9557930148,27.6,1.91,99.53,28.86,84.79,-0.4924235601,0.3762242631,1008.8,17.4,2015,11,6,2.89
2.89,85.18,24.15,8.61,0.9832549076,-0.1822355255,27.8,2.8,99.55,29.13,84.92,0.2940403252,-0.4924235601,1009.0,35.54,2015,11,7,3.07
3.07,90.69,24.84,17.85,-0.9719610006,-0.2351421131,27.4,2.89,99.65,27.17,85.18,0.9832549076,0.2940403252,1009.2,8.61,2015,11,8,3.34
3.34,87.7,24.39,6.08,-0.7569950557,-0.653420604,27.6,3.07,99.63,27.19,90.69,-0.9719610006,0.9832549076,1009.0,17.85,2015,11,9,4.44
4.44,87.99,25.22,5.66,-0.5821229702,-0.813100761,28.1,3.34,99.53,27.96,87.7,-0.7569950557,-0.9719610006,1008.0,6.08,2015,11,10,4.34
4.34,88.16,24.37,4.22,-0.6170358751,-0.786935022,28.3,4.44,99.63,27.18,87.99,-0.5821229702,-0.7569950557,1008.9,5.66,2015,11,11,3.64
3.64,85.47,24.27,14.68,-0.9420574528,0.3354515698,27.8,4.34,99.7,28.62,88.16,-0.6170358751,-0.5821229702,1010.5,4.22,2015,11,12,2.98
2.98,89.39,24.51,24.92,-0.5195191119,0.8544588301,26.2,3.64,99.67,27.15,85.47,-0.9420574528,-0.6170358751,1010.5,14.68,2015,11,13,3.99
3.99,90.28,24.13,51.22,-0.2453073859,0.9694453499,26.1,2.98,99.46,26.53,89.39,-0.5195191119,-0.9420574528,1007.6,24.92,2015,11,14,3.62
3.62,89.81,24.12,21.02,-0.9460853588,0.3239174182,25.1,3.99,99.39,26.96,90.28,-0.2453073859,-0.5195191119,1007.4,51.22,2015,11,15,3.65
3.65,89.34,24.41,12.54,-0.842452397,-0.538770785,27.4,3.62,99.43,27.41,89.81,-0.9460853588,-0.2453073859,1007.9,21.02,2015,11,16,4.15
4.15,88.11,25.05,1.14,-0.8845809752,-0.4663866403,28.0,3.65,99.47,28.12,89.34,-0.842452397,-0.9460853588,1007.8,12.54,2015,11,17,3.44
3.44,86.64,24.91,1.77,-0.7372773368,-0.6755902076,28.6,4.15,99.53,28.65,88.11,-0.8845809752,-0.842452397,1008.7,1.14,2015,11,18,2.79
2.79,86.85,25.15,12.84,-0.9265286309,-0.3762242631,28.5,3.44,99.56,28.94,86.64,-0.7372773368,-0.8845809752,1009.2,1.77,2015,11,19,2.37
2.37,78.78,24.44,4.17,-0.4617486132,-0.8870108332,27.8,2.79,99.54,30.23,86.85,-0.9265286309,-0.7372773368,1008.7,12.84,2015,11,20,1.14
1.14,81.79,24.57,8.31,0.4524347093,0.8917975296,27.9,2.37,99.49,28.33,78.78,-0.4617486132,-0.9265286309,1008.0,4.17,2015,11,21,1.53
1.53,83.59,24.51,10.43,0.01396218034,-0.999902524,28.2,1.14,99.45,29.25,81.79,0.4524347093,-0.4617486132,1008.3,8.31,2015,11,22,1.39
1.39,83.34,24.81,5.74,0.5135412521,0.8580649057,28.1,1.53,99.55,29.64,83.59,0.01396218034,0.4524347093,1009.7,10.43,2015,11,23,2.03
2.03,83.11,24.44,10.08,0.5692795234,0.822144041,27.6,1.39,99.57,29.49,83.34,0.5135412521,0.01396218034,1009.7,5.74,2015,11,24,2.32
2.32,85.99,24.47,6.77,0.5,0.8660254038,28.1,2.03,99.59,29.1,83.11,0.5692795234,0.5135412521,1009.6,10.08,2015,11,25,3.98
3.98,84.89,24.34,4.22,0.2923717047,0.956304756,28.1,2.32,99.65,28.47,85.99,0.5,0.5692795234,1009.4,6.77,2015,11,26,4.01
4.01,83.82,23.74,0.59,0.2990407923,0.9542403285,28.7,3.98,99.56,28.56,84.89,0.2923717047,0.5,1009.0,4.22,2015,11,27,3.27
3.27,88.6,24.07,6.63,0.2198462044,0.9755345439,28.3,4.01,99.67,27.02,83.82,0.2990407923,0.2923717047,1010.3,0.59,2015,11,28,3.48
3.48,87.54,23.71,16.2,0.1976573404,0.9802711746,27.6,3.27,99.65,28.14,88.6,0.2198462044,0.2990407923,1010.5,6.63,2015,11,29,4.51
4.51,89.95,24.86,46.43,-0.04361938737,0.9990482216,27.5,3.48,99.52,28.97,87.54,0.1976573404,0.2198462044,1010.5,16.2,2015,11,30,5.5
5.5,91.9,24.85,12.96,-0.5195191119,0.8544588301,27.5,4.51,99.5,27.43,89.95,-0.04361938737,0.1976573404,1009.4,46.43,2015,12,1,3.24
3.24,89.84,25.15,15.67,-0.9988061373,-0.0488497698,28.0,5.5,99.66,27.29,91.9,-0.5195191119,-0.04361938737,1010.2,12.96,2015,12,2,3.43
3.43,89.27,24.84,5.19,-0.9106836608,0.4131044298,27.9,3.24,99.65,27.47,89.84,-0.9988061373,-0.5195191119,1009.7,15.67,2015,12,3,3.35
3.35,91.83,25.2,14.65,-0.6858183529,-0.7277727577,27.8,3.43,99.37,27.54,89.27,-0.9106836608,-0.9988061373,1008.1,5.19,2015,12,4,4.29
4.29,92.11,25.12,20.08,0.8141155184,-0.5807029557,27.8,3.35,99.35,27.59,91.83,-0.6858183529,-0.9106836608,1008.3,14.65,2015,12,5,4.74
4.74,85.4,24.81,6.74,0.9135454576,0.4067366431,27.6,4.29,99.54,28.0,92.11,0.8141155184,-0.6858183529,1009.0,20.08,2015,12,6,1.64
1.64,86.25,24.7,13.34,-0.2402280425,0.9707164816,28.1,4.74,99.58,28.22,85.4,0.9135454576,0.8141155184,1009.3,6.74,2015,12,7,1.68
1.68,88.34,24.86,30.41,0.6845471059,0.7289686274,27.6,1.64,99.6,27.86,86.25,-0.2402280425,0.9135454576,1009.9,13.34,2015,12,8,4.32
4.32,87.16,24.62,5.52,0.4461978131,-0.8949343616,27.4,1.68,99.66,29.24,88.34,0.6845471059,-0.2402280425,1010.4,30.41,2015,12,9,1.76
1.76,88.75,24.9,8.02,0.4617486132,0.8870108332,26.9,4.32,99.68,28.85,87.16,0.4461978131,0.6845471059,1010.6,5.52,2015,12,10,2.5
2.5,84.02,24.62,7.43,0.5863723567,-0.8100416404,27.0,1.76,99.65,28.82,88.75,0.4617486132,0.4461978131,1010.0,8.02,2015,12,11,1.4
1.4,84.14,25.03,7.18,0.3794561595,-0.9252097184,28.2,2.5,99.57,29.56,84.02,0.5863723567,0.4617486132,1009.5,7.43,2015,12,12,1.39
1.39,86.65,25.41,4.03,-0.7337298645,-0.6794413043,28.3,1.4,99.66,28.88,84.14,0.3794561595,0.5863723567,1010.2,7.18,2015,12,13,1.55
1.55,87.9,25.1,20.03,-0.9905094632,-0.137444546,27.8,1.39,99.7,27.54,86.65,-0.7337298645,0.3794561595,1010.8,4.03,2015,12,14,2.24
2.24,86.04,24.84,10.14,-0.3370952584,-0.9414705448,27.6,1.55,99.72,29.23,87.9,-0.9905094632,-0.7337298645,1010.5,20.03,2015,12,15,2.49
2.49,87.17,24.82,9.67,0.474088209,0.8804773535,27.4,2.24,99.72,28.05,86.04,-0.3370952584,-0.9905094632,1010.7,10.14,2015,12,16,1.68
1.68,79.94,24.28,1.32,0.9218631516,0.3875155865,26.9,2.49,99.71,29.72,87.17,0.474088209,-0.3370952584,1010.2,9.67,2015,12,17,1.94
1.94,79.78,24.01,11.6,-0.4383711468,-0.8987940463,27.7,1.68,99.79,28.47,79.94,0.9218631516,0.474088209,1011.7,1.32,2015,12,18,1.44
1.44,83.46,24.89,5.16,-0.7858568932,-0.6184083954,27.2,1.94,99.88,28.66,79.78,-0.4383711468,0.9218631516,1013.0,11.6,2015,12,19,1.69
1.69,83.62,23.73,5.11,0.6266038114,0.7793379649,27.8,1.44,99.87,29.36,83.46,-0.7858568932,-0.4383711468,1012.4,5.16,2015,12,20,3.01
3.01,83.45,23.39,4.03,0.5269557955,0.849892693,28.4,1.69,99.87,29.23,83.62,0.6266038114,-0.7858568932,1012.2,5.11,2015,12,21,4.42
4.42,80.21,23.15,1.05,0.6494480483,0.7604059656,28.6,3.01,99.94,28.82,83.45,0.5269557955,0.6266038114,1012.5,4.03,2015,12,22,5.16
5.16,79.81,22.14,0.0,0.6320293027,0.7749444887,28.2,4.42,99.95,29.02,80.21,0.6494480483,0.5269557955,1012.2,1.05,2015,12,23,4.48
4.48,76.0,21.89,0.01,0.5906056676,0.8069603121,27.9,5.16,99.89,29.01,79.81,0.6320293027,0.6494480483,1011.8,0.0,2015,12,24,4.12
4.12,79.37,22.24,0.17,0.535826795,0.8443279255,27.9,4.48,99.82,29.37,76.0,0.5906056676,0.6320293027,1011.3,0.01,2015,12,25,4.0
4.0,84.88,23.51,2.53,0.4632960351,0.8862035792,28.9,4.12,99.77,29.28,79.37,0.535826795,0.5906056676,1011.1,0.17,2015,12,26,5.39
5.39,88.44,23.83,11.35,0.3875155865,0.9218631516,28.1,4.0,99.77,28.9,84.88,0.4632960351,0.535826795,1012.1,2.53,2015,12,27,5.96
5.96,86.09,24.5,7.29,0.6520984038,0.7581343362,28.1,5.39,99.88,29.53,88.44,0.3875155865,0.4632960351,1013.0,11.35,2015,12,28,4.18
4.18,86.44,24.5,7.74,0.5735764364,0.8191520443,28.4,5.96,99.82,30.12,86.09,0.6520984038,0.3875155865,1012.1,7.29,2015,12,29,3.22
